ImageNumber,ObjectNumber,Metadata_FileLocation,Metadata_Frame,Metadata_Series,Metadata_assay,Metadata_genotype,Metadata_minutes,Metadata_wellNum,Metadata_wellNum,Math_area_micronsq,TrackObjects_Label_10
15,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--10min.tif,0,0,control,corrected1,10,002,002,12253.5,10.0
16,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,30885.75,1.0
16,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,5118.75,nan
16,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,8613.0,3.0
16,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,16461.0,nan
16,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,10143.0,5.0
16,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,19226.25,6.0
16,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,16020.0,nan
16,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,18000.0,8.0
16,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,13290.75,9.0
16,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--15min.tif,0,0,control,corrected1,15,002,002,12890.25,10.0
17,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,51032.25,1.0
17,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,5508.0,nan
17,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,9702.0,3.0
17,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,10705.5,5.0
17,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,20526.75,6.0
17,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,17003.25,nan
17,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,18864.0,8.0
17,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,14334.75,9.0
17,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--20min.tif,0,0,control,corrected1,20,002,002,13605.75,10.0
18,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,54749.25,1.0
18,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,5847.75,nan
18,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,10415.25,3.0
18,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,11283.75,5.0
18,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,21773.25,6.0
18,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,17961.75,nan
18,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,19815.75,8.0
18,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,15392.25,9.0
18,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--25min.tif,0,0,control,corrected1,25,002,002,14249.25,10.0
19,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,61312.5,1.0
19,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,6385.5,nan
19,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,11650.5,3.0
19,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,12543.75,5.0
19,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,24057.0,6.0
19,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,19764.0,nan
19,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,21849.75,8.0
19,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,927.0,nan
19,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,17268.75,9.0
19,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--30min.tif,0,0,control,corrected1,30,002,002,15374.25,10.0
20,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,65043.0,1.0
20,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,6648.75,nan
20,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,12372.75,3.0
20,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,13158.0,5.0
20,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,25456.5,6.0
20,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,20837.25,nan
20,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,22909.5,8.0
20,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,1102.5,nan
20,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,18346.5,9.0
20,10,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--35min.tif,0,0,control,corrected1,35,002,002,16002.0,10.0
21,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,75132.0,1.0
21,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,12962.25,3.0
21,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,13788.0,5.0
21,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,26644.5,6.0
21,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,21678.75,nan
21,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,23809.5,8.0
21,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,1365.75,nan
21,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,19311.75,9.0
21,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--40min.tif,0,0,control,corrected1,40,002,002,16557.75,10.0
22,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,78867.0,1.0
22,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,13590.0,3.0
22,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,14370.75,5.0
22,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,27893.25,6.0
22,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,22592.25,nan
22,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,24819.75,8.0
22,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,1572.75,nan
22,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,20256.75,9.0
22,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--45min.tif,0,0,control,corrected1,45,002,002,17149.5,10.0
23,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,82181.25,1.0
23,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,14184.0,3.0
23,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,15066.0,5.0
23,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,29119.5,6.0
23,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,23442.75,nan
23,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,25697.25,8.0
23,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,1948.5,nan
23,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,21291.75,9.0
23,9,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--50min.tif,0,0,control,corrected1,50,002,002,17795.25,10.0
24,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,85340.25,1.0
24,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,14789.25,3.0
24,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,15628.5,5.0
24,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,54623.25,6.0
24,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,26615.25,8.0
24,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,2279.25,nan
24,7,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,22196.25,9.0
24,8,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W002--corrected1--control/W002--corrected1--control--55min.tif,0,0,control,corrected1,55,002,002,18396.0,10.0
25,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--00min.tif,0,0,control,corrected2,00,003,003,5555.25,1.0
25,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--00min.tif,0,0,control,corrected2,00,003,003,22641.75,2.0
25,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--00min.tif,0,0,control,corrected2,00,003,003,77422.5,3.0
25,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--00min.tif,0,0,control,corrected2,00,003,003,13916.25,4.0
25,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--00min.tif,0,0,control,corrected2,00,003,003,8968.5,5.0
26,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--05min.tif,0,0,control,corrected2,05,003,003,4128.75,2.0
26,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--05min.tif,0,0,control,corrected2,05,003,003,5382.0,1.0
26,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--05min.tif,0,0,control,corrected2,05,003,003,18139.5,2.0
26,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--05min.tif,0,0,control,corrected2,05,003,003,75822.75,3.0
26,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--05min.tif,0,0,control,corrected2,05,003,003,13947.75,4.0
26,6,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--05min.tif,0,0,control,corrected2,05,003,003,8799.75,5.0
27,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--10min.tif,0,0,control,corrected2,10,003,003,5730.75,1.0
27,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--10min.tif,0,0,control,corrected2,10,003,003,23571.0,2.0
27,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--10min.tif,0,0,control,corrected2,10,003,003,76765.5,3.0
27,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--10min.tif,0,0,control,corrected2,10,003,003,14442.75,4.0
27,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--10min.tif,0,0,control,corrected2,10,003,003,9123.75,5.0
28,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--15min.tif,0,0,control,corrected2,15,003,003,6151.5,1.0
28,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--15min.tif,0,0,control,corrected2,15,003,003,25031.25,2.0
28,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--15min.tif,0,0,control,corrected2,15,003,003,80219.25,3.0
28,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--15min.tif,0,0,control,corrected2,15,003,003,15210.0,4.0
28,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--15min.tif,0,0,control,corrected2,15,003,003,9708.75,5.0
29,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--20min.tif,0,0,control,corrected2,20,003,003,6498.0,1.0
29,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--20min.tif,0,0,control,corrected2,20,003,003,26390.25,2.0
29,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--20min.tif,0,0,control,corrected2,20,003,003,84341.25,3.0
29,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--20min.tif,0,0,control,corrected2,20,003,003,15896.25,4.0
29,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--20min.tif,0,0,control,corrected2,20,003,003,10260.0,5.0
30,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--25min.tif,0,0,control,corrected2,25,003,003,6833.25,1.0
30,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--25min.tif,0,0,control,corrected2,25,003,003,27614.25,2.0
30,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--25min.tif,0,0,control,corrected2,25,003,003,88344.0,3.0
30,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--25min.tif,0,0,control,corrected2,25,003,003,16623.0,4.0
30,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--25min.tif,0,0,control,corrected2,25,003,003,10723.5,5.0
31,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--30min.tif,0,0,control,corrected2,30,003,003,7319.25,1.0
31,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--30min.tif,0,0,control,corrected2,30,003,003,28836.0,2.0
31,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--30min.tif,0,0,control,corrected2,30,003,003,92160.0,3.0
31,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--30min.tif,0,0,control,corrected2,30,003,003,17491.5,4.0
31,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--30min.tif,0,0,control,corrected2,30,003,003,11292.75,5.0
32,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--35min.tif,0,0,control,corrected2,35,003,003,7677.0,1.0
32,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--35min.tif,0,0,control,corrected2,35,003,003,29947.5,2.0
32,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--35min.tif,0,0,control,corrected2,35,003,003,95955.75,3.0
32,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--35min.tif,0,0,control,corrected2,35,003,003,18126.0,4.0
32,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--35min.tif,0,0,control,corrected2,35,003,003,11853.0,5.0
33,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--40min.tif,0,0,control,corrected2,40,003,003,8001.0,1.0
33,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--40min.tif,0,0,control,corrected2,40,003,003,31068.0,2.0
33,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--40min.tif,0,0,control,corrected2,40,003,003,18839.25,4.0
33,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--40min.tif,0,0,control,corrected2,40,003,003,99423.0,3.0
33,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--40min.tif,0,0,control,corrected2,40,003,003,12336.75,5.0
34,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--45min.tif,0,0,control,corrected2,45,003,003,8392.5,1.0
34,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--45min.tif,0,0,control,corrected2,45,003,003,32087.25,2.0
34,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--45min.tif,0,0,control,corrected2,45,003,003,19584.0,4.0
34,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--45min.tif,0,0,control,corrected2,45,003,003,102793.5,3.0
34,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--45min.tif,0,0,control,corrected2,45,003,003,12829.5,5.0
35,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--50min.tif,0,0,control,corrected2,50,003,003,8835.75,1.0
35,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--50min.tif,0,0,control,corrected2,50,003,003,33158.25,2.0
35,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--50min.tif,0,0,control,corrected2,50,003,003,20326.5,4.0
35,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--50min.tif,0,0,control,corrected2,50,003,003,106303.5,3.0
35,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--50min.tif,0,0,control,corrected2,50,003,003,13306.5,5.0
36,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--55min.tif,0,0,control,corrected2,55,003,003,9245.25,1.0
36,2,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--55min.tif,0,0,control,corrected2,55,003,003,34323.75,2.0
36,3,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--55min.tif,0,0,control,corrected2,55,003,003,21084.75,4.0
36,4,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--55min.tif,0,0,control,corrected2,55,003,003,109273.5,3.0
36,5,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W003--corrected2--control/W003--corrected2--control--55min.tif,0,0,control,corrected2,55,003,003,13893.75,5.0
37,1,file:///D:/Hugo/data/SPAOM2019-ws2-bioimage-analysis-oss/images/W004--mutant--inhibitor/W004--mutant--inhibitor--00min.tif,0,0,inhibitor,mutant,00,004,004,5400.0,1.0
